Product_ID,Product_Title,Product_Handle,Product_Type,Product_Published_At,Product_Variant_Id,Variant_Price,Variant_Inventory_Quantity,Variant_Created_At,Product_Created_At,Body_Html,Variant_Title,Option_Names,Option_Values,Image_Ids,Image_Sources
9994365600093,Copper Crafted Gin experience Christmas Gift Box,copper-crafted-gin-experience-christmas-gift-box,,,54361573884253,59.99,9,2024-10-26T16:12:06Z,2024-10-26T16:12:04Z,"<p>This Gift Box consists of : </p>
<ul>
<li>A bottle of Gin. Choose from the drop down menu. </li>
<li> Moscow Mule Copper Plated Mug - 500ml.</li>
<li>Eco-Friendly 2pcs Metal Straw Set with Cleaning Brush and Pouch.</li>
<li>Three Botanicals collection consisting of Pink Peppercorns, Coriander Seeds and Hibiscus.<br>
</li>
<li>Thomas Henry - Dry Tonic 0.2L</li>
<li>Thomas Henry - Spicy Ginger Beer 0.2L</li>
<li>Three Gin cocktails recipe cards.<meta charset=""utf-8"">
</li>
<li>Handmade Christmas Ornament.</li>
<li>Gift card (Kept blank or filled in with your personalised message.</li>
<li>Keepsake Dyori Gift Box and Bag.</li>
</ul>",Gordon's Pink Gin,Choose a Bottle of Gin,Hendrick's Dry Gin,59049453584733,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/723A9431.jpg?v=1729958944
9994350297437,Whiskey on the Rocks Christmas Gift Box,whiskey-on-the-rocks-christmas-gift-box,,,54361471222109,56.99,7,2024-10-26T16:05:19Z,2024-10-26T16:05:18Z,"<p>This Gift Box consists of : </p>
<ul>
<li>A choice of Whiskey 70cl. Choose one from the dropdown menu.</li>
<li>Old Fashioned Vintage Cut Glass Tumbler 21cl.</li>
<li>Natural Granite Chilling Stones.</li>
<li>Artisan made Christmas Log Truffles.</li>
<li>Handmade Christmas Ornament.</li>
<li>Keepsake Dyori Gift Box and Bag.</li>
<li>
<meta charset=""utf-8"">Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Johnny Walker Red Label 70cl,Choose a Whiskey,Johnny Walker Red Label 70cl,59049352135005,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/723A9444.jpg?v=1729958228
9994350297437,Whiskey on the Rocks Christmas Gift Box,whiskey-on-the-rocks-christmas-gift-box,,,54361471254877,75.99,10,2024-10-26T16:05:19Z,2024-10-26T16:05:18Z,"<p>This Gift Box consists of : </p>
<ul>
<li>A choice of Whiskey 70cl. Choose one from the dropdown menu.</li>
<li>Old Fashioned Vintage Cut Glass Tumbler 21cl.</li>
<li>Natural Granite Chilling Stones.</li>
<li>Artisan made Christmas Log Truffles.</li>
<li>Handmade Christmas Ornament.</li>
<li>Keepsake Dyori Gift Box and Bag.</li>
<li>
<meta charset=""utf-8"">Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Johnny Walker Black Label 70cl,Choose a Whiskey,Johnny Walker Red Label 70cl,59049352135005,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/723A9444.jpg?v=1729958228
9994350297437,Whiskey on the Rocks Christmas Gift Box,whiskey-on-the-rocks-christmas-gift-box,,,54361471287645,67.99,10,2024-10-26T16:05:19Z,2024-10-26T16:05:18Z,"<p>This Gift Box consists of : </p>
<ul>
<li>A choice of Whiskey 70cl. Choose one from the dropdown menu.</li>
<li>Old Fashioned Vintage Cut Glass Tumbler 21cl.</li>
<li>Natural Granite Chilling Stones.</li>
<li>Artisan made Christmas Log Truffles.</li>
<li>Handmade Christmas Ornament.</li>
<li>Keepsake Dyori Gift Box and Bag.</li>
<li>
<meta charset=""utf-8"">Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Jack Daniels 70cl,Choose a Whiskey,Johnny Walker Red Label 70cl,59049352135005,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/723A9444.jpg?v=1729958228
9994350297437,Whiskey on the Rocks Christmas Gift Box,whiskey-on-the-rocks-christmas-gift-box,,,54361471320413,65.99,10,2024-10-26T16:05:19Z,2024-10-26T16:05:18Z,"<p>This Gift Box consists of : </p>
<ul>
<li>A choice of Whiskey 70cl. Choose one from the dropdown menu.</li>
<li>Old Fashioned Vintage Cut Glass Tumbler 21cl.</li>
<li>Natural Granite Chilling Stones.</li>
<li>Artisan made Christmas Log Truffles.</li>
<li>Handmade Christmas Ornament.</li>
<li>Keepsake Dyori Gift Box and Bag.</li>
<li>
<meta charset=""utf-8"">Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Jameson Irish Whiskey 70cl,Choose a Whiskey,Johnny Walker Red Label 70cl,59049352135005,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/723A9444.jpg?v=1729958228
9994350297437,Whiskey on the Rocks Christmas Gift Box,whiskey-on-the-rocks-christmas-gift-box,,,54361471353181,57.99,10,2024-10-26T16:05:19Z,2024-10-26T16:05:18Z,"<p>This Gift Box consists of : </p>
<ul>
<li>A choice of Whiskey 70cl. Choose one from the dropdown menu.</li>
<li>Old Fashioned Vintage Cut Glass Tumbler 21cl.</li>
<li>Natural Granite Chilling Stones.</li>
<li>Artisan made Christmas Log Truffles.</li>
<li>Handmade Christmas Ornament.</li>
<li>Keepsake Dyori Gift Box and Bag.</li>
<li>
<meta charset=""utf-8"">Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Bell's 70cl,Choose a Whiskey,Johnny Walker Red Label 70cl,59049352135005,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/723A9444.jpg?v=1729958228
9994266640733,The Festive Flair Scotch and Style Box,the-festive-flair-scotch-and-style-box,,,54361001886045,62.99,15,2024-10-26T15:49:42Z,2024-10-26T15:49:41Z,"<p>This Gift Box consists of : </p>
<ul>
<li>A Merino Lambs Wool Scarf. Choose one from the three different colours in the dropdown menu. Size : 30cm x 190cm.</li>
<li>Johnny Walker Red Label Whiskey 70cl.</li>
<li>Handmade Hazelnut Caramel Chocolate Truffles. <meta charset=""utf-8"">
</li>
<li>Handmade Christmas Ornament</li>
<li>Keepsake Dyori Gift Box and Bag</li>
<li>Gift tag (blank, or filled out for you with personalised message)<meta charset=""utf-8"">
</li>
</ul>",Olive Green,Colour,Olive Green,71242069901661,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/Grey_e502be65-c5ef-4f09-bda7-d549c9b94827.jpg?v=1730669252
9994266640733,The Festive Flair Scotch and Style Box,the-festive-flair-scotch-and-style-box,,,54361001918813,62.99,15,2024-10-26T15:49:42Z,2024-10-26T15:49:41Z,"<p>This Gift Box consists of : </p>
<ul>
<li>A Merino Lambs Wool Scarf. Choose one from the three different colours in the dropdown menu. Size : 30cm x 190cm.</li>
<li>Johnny Walker Red Label Whiskey 70cl.</li>
<li>Handmade Hazelnut Caramel Chocolate Truffles. <meta charset=""utf-8"">
</li>
<li>Handmade Christmas Ornament</li>
<li>Keepsake Dyori Gift Box and Bag</li>
<li>Gift tag (blank, or filled out for you with personalised message)<meta charset=""utf-8"">
</li>
</ul>",Navy Blue,Colour,Olive Green,71242069901661,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/Grey_e502be65-c5ef-4f09-bda7-d549c9b94827.jpg?v=1730669252
9994266640733,The Festive Flair Scotch and Style Box,the-festive-flair-scotch-and-style-box,,,54361001951581,62.99,14,2024-10-26T15:49:42Z,2024-10-26T15:49:41Z,"<p>This Gift Box consists of : </p>
<ul>
<li>A Merino Lambs Wool Scarf. Choose one from the three different colours in the dropdown menu. Size : 30cm x 190cm.</li>
<li>Johnny Walker Red Label Whiskey 70cl.</li>
<li>Handmade Hazelnut Caramel Chocolate Truffles. <meta charset=""utf-8"">
</li>
<li>Handmade Christmas Ornament</li>
<li>Keepsake Dyori Gift Box and Bag</li>
<li>Gift tag (blank, or filled out for you with personalised message)<meta charset=""utf-8"">
</li>
</ul>",Charcoal Grey,Colour,Olive Green,71242069901661,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/Grey_e502be65-c5ef-4f09-bda7-d549c9b94827.jpg?v=1730669252
9994218504541,Calm The Ritual Christmas Gift,calm-the-ritual-christmas-gift,,,54658926870877,43.99,22,2024-11-10T17:58:54Z,2024-10-26T15:35:41Z,"<p>This Gift Box consists of :</p>
<ul>
<li>
<meta charset=""utf-8"">Pink Tea Cup and Saucer. 220ml</li>
<li>Gold Tea Infuser Tongs<meta charset=""utf-8"">
</li>
<li>Organic Chai Cocoa Fusion Tea 40gr</li>
<li>Infinite Infusion Tea. 30gr</li>
<li>Calm The Ritual Tea. 30gr</li>
<li>Hibiscus Tea. 30gr</li>
<li>Artisan made Cantuccini</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Handmade Christmas Ornament</li>
<li>Keepsake Dyori Gift Box and Bag</li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>
<p> </p>",Pink Cup and Saucer,COLOUR,Pink Cup and Saucer,71345044980061,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/20230125112233.-300x260_bbfc4742-9dca-43b5-817e-bb474ece7148.jpg?v=1731261561
9994218504541,Calm The Ritual Christmas Gift,calm-the-ritual-christmas-gift,,,54658926903645,43.99,11,2024-11-10T17:58:54Z,2024-10-26T15:35:41Z,"<p>This Gift Box consists of :</p>
<ul>
<li>
<meta charset=""utf-8"">Pink Tea Cup and Saucer. 220ml</li>
<li>Gold Tea Infuser Tongs<meta charset=""utf-8"">
</li>
<li>Organic Chai Cocoa Fusion Tea 40gr</li>
<li>Infinite Infusion Tea. 30gr</li>
<li>Calm The Ritual Tea. 30gr</li>
<li>Hibiscus Tea. 30gr</li>
<li>Artisan made Cantuccini</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Handmade Christmas Ornament</li>
<li>Keepsake Dyori Gift Box and Bag</li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>
<p> </p>",Blue Cup and Saucer,COLOUR,Pink Cup and Saucer,71345044980061,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/20230125112233.-300x260_bbfc4742-9dca-43b5-817e-bb474ece7148.jpg?v=1731261561
9994162700637,Santa Soiree Christmas Gift,santa-soiree-christmas-gift,,,54360440897885,63.99,10,2024-10-26T15:22:21Z,2024-10-26T15:22:20Z,"<p>This gift consists of :</p>
<ul>
<li>Merino Lambs Wool Shawl .Choose one from the four different designs in the dropdown menu. Size : 70cm x 200cm</li>
<li>Artisan made Cantuccini</li>
<li>18k Gold Plated Stainless Steel Pearl Necklace</li>
<li>Handmade Christmas Ornament</li>
<li>Keepsake Dyori Gift Box and Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Boston,Style,Boston,71527554613597,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/Untitleddesign_12.png?v=1732305819
9994162700637,Santa Soiree Christmas Gift,santa-soiree-christmas-gift,,,54360440930653,63.99,9,2024-10-26T15:22:21Z,2024-10-26T15:22:20Z,"<p>This gift consists of :</p>
<ul>
<li>Merino Lambs Wool Shawl .Choose one from the four different designs in the dropdown menu. Size : 70cm x 200cm</li>
<li>Artisan made Cantuccini</li>
<li>18k Gold Plated Stainless Steel Pearl Necklace</li>
<li>Handmade Christmas Ornament</li>
<li>Keepsake Dyori Gift Box and Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Darwen,Style,Boston,71527554613597,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/Untitleddesign_12.png?v=1732305819
9994162700637,Santa Soiree Christmas Gift,santa-soiree-christmas-gift,,,54360440963421,63.99,7,2024-10-26T15:22:21Z,2024-10-26T15:22:20Z,"<p>This gift consists of :</p>
<ul>
<li>Merino Lambs Wool Shawl .Choose one from the four different designs in the dropdown menu. Size : 70cm x 200cm</li>
<li>Artisan made Cantuccini</li>
<li>18k Gold Plated Stainless Steel Pearl Necklace</li>
<li>Handmade Christmas Ornament</li>
<li>Keepsake Dyori Gift Box and Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Witney,Style,Boston,71527554613597,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/Untitleddesign_12.png?v=1732305819
9994162700637,Santa Soiree Christmas Gift,santa-soiree-christmas-gift,,,54360440996189,63.99,10,2024-10-26T15:22:21Z,2024-10-26T15:22:20Z,"<p>This gift consists of :</p>
<ul>
<li>Merino Lambs Wool Shawl .Choose one from the four different designs in the dropdown menu. Size : 70cm x 200cm</li>
<li>Artisan made Cantuccini</li>
<li>18k Gold Plated Stainless Steel Pearl Necklace</li>
<li>Handmade Christmas Ornament</li>
<li>Keepsake Dyori Gift Box and Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Newbury,Style,Boston,71527554613597,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/Untitleddesign_12.png?v=1732305819
9994091364701,Monochrome Elegance Christmas Gift,monochrome-elegance-christmas-gift,,,54360103780701,28.99,14,2024-10-26T15:08:02Z,2024-10-26T15:08:00Z,"<ul>
<li>Monochrome Shawl made from 100% Cotton with a waffle textured pattern. Size : 95cm x 190cm.</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Default Title,Title,Default Title,59048668070237,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/723A0205-Edit.jpg?v=1729955166
9994070786397,Secret Santa Christmas Gift,secret-santa-christmas-gift,,,54359995318621,24.99,20,2024-10-26T14:59:53Z,2024-10-26T14:59:51Z,"<ul>
<li>Manganari shawl made from a blend of bamboo and cotton. Choose one of the ten different colours in the dropdown menu. Size : 95cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Copper Rose,Color,Copper Rose,59110623215965,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/Manganariblue_068e133e-5425-4c7a-beb2-8247f5a1c801.jpg?v=1730316175
9994070786397,Secret Santa Christmas Gift,secret-santa-christmas-gift,,,54359995384157,24.99,23,2024-10-26T14:59:53Z,2024-10-26T14:59:51Z,"<ul>
<li>Manganari shawl made from a blend of bamboo and cotton. Choose one of the ten different colours in the dropdown menu. Size : 95cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Dijon Mustard,Color,Copper Rose,59110623215965,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/Manganariblue_068e133e-5425-4c7a-beb2-8247f5a1c801.jpg?v=1730316175
9994070786397,Secret Santa Christmas Gift,secret-santa-christmas-gift,,,54359995416925,24.99,25,2024-10-26T14:59:53Z,2024-10-26T14:59:51Z,"<ul>
<li>Manganari shawl made from a blend of bamboo and cotton. Choose one of the ten different colours in the dropdown menu. Size : 95cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Yellow,Color,Copper Rose,59110623215965,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/Manganariblue_068e133e-5425-4c7a-beb2-8247f5a1c801.jpg?v=1730316175
9994070786397,Secret Santa Christmas Gift,secret-santa-christmas-gift,,,54359995449693,24.99,17,2024-10-26T14:59:53Z,2024-10-26T14:59:51Z,"<ul>
<li>Manganari shawl made from a blend of bamboo and cotton. Choose one of the ten different colours in the dropdown menu. Size : 95cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Charcoal Grey,Color,Copper Rose,59110623215965,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/Manganariblue_068e133e-5425-4c7a-beb2-8247f5a1c801.jpg?v=1730316175
9994070786397,Secret Santa Christmas Gift,secret-santa-christmas-gift,,,54359995482461,24.99,21,2024-10-26T14:59:53Z,2024-10-26T14:59:51Z,"<ul>
<li>Manganari shawl made from a blend of bamboo and cotton. Choose one of the ten different colours in the dropdown menu. Size : 95cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Silver Grey,Color,Copper Rose,59110623215965,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/Manganariblue_068e133e-5425-4c7a-beb2-8247f5a1c801.jpg?v=1730316175
9994070786397,Secret Santa Christmas Gift,secret-santa-christmas-gift,,,54359995515229,24.99,25,2024-10-26T14:59:53Z,2024-10-26T14:59:51Z,"<ul>
<li>Manganari shawl made from a blend of bamboo and cotton. Choose one of the ten different colours in the dropdown menu. Size : 95cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Red,Color,Copper Rose,59110623215965,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/Manganariblue_068e133e-5425-4c7a-beb2-8247f5a1c801.jpg?v=1730316175
9994070786397,Secret Santa Christmas Gift,secret-santa-christmas-gift,,,54359995547997,24.99,20,2024-10-26T14:59:53Z,2024-10-26T14:59:51Z,"<ul>
<li>Manganari shawl made from a blend of bamboo and cotton. Choose one of the ten different colours in the dropdown menu. Size : 95cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Teal Green,Color,Copper Rose,59110623215965,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/Manganariblue_068e133e-5425-4c7a-beb2-8247f5a1c801.jpg?v=1730316175
9994070786397,Secret Santa Christmas Gift,secret-santa-christmas-gift,,,54359995580765,24.99,23,2024-10-26T14:59:53Z,2024-10-26T14:59:51Z,"<ul>
<li>Manganari shawl made from a blend of bamboo and cotton. Choose one of the ten different colours in the dropdown menu. Size : 95cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Olive Green,Color,Copper Rose,59110623215965,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/Manganariblue_068e133e-5425-4c7a-beb2-8247f5a1c801.jpg?v=1730316175
9994070786397,Secret Santa Christmas Gift,secret-santa-christmas-gift,,,54359995613533,24.99,20,2024-10-26T14:59:53Z,2024-10-26T14:59:51Z,"<ul>
<li>Manganari shawl made from a blend of bamboo and cotton. Choose one of the ten different colours in the dropdown menu. Size : 95cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Navy Blue,Color,Copper Rose,59110623215965,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/Manganariblue_068e133e-5425-4c7a-beb2-8247f5a1c801.jpg?v=1730316175
9994070786397,Secret Santa Christmas Gift,secret-santa-christmas-gift,,,55071176884573,24.99,19,2024-12-04T14:42:58Z,2024-10-26T14:59:51Z,"<ul>
<li>Manganari shawl made from a blend of bamboo and cotton. Choose one of the ten different colours in the dropdown menu. Size : 95cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Plum,Color,Copper Rose,59110623215965,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/Manganariblue_068e133e-5425-4c7a-beb2-8247f5a1c801.jpg?v=1730316175
9994002334045,Festive Joy Christmas Gift,festive-joy-1,,,54359657840989,20.99,12,2024-10-26T14:46:30Z,2024-10-26T14:46:29Z,"<p>This gift consists of :</p>
<ul>
<li>Dune shawl made from a blend of bamboo and cotton.Choose one from the four different colours in the dropdown menu. Size : 70cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Warm Rose Copper,Color,Warm Rose Copper,71671888642397,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/723A0227-Edit_a079cf62-bdf7-4d19-bf65-102695471ad9.jpg?v=1733174776
9994002334045,Festive Joy Christmas Gift,festive-joy-1,,,54359657873757,20.99,8,2024-10-26T14:46:30Z,2024-10-26T14:46:29Z,"<p>This gift consists of :</p>
<ul>
<li>Dune shawl made from a blend of bamboo and cotton.Choose one from the four different colours in the dropdown menu. Size : 70cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Light Lavender,Color,Warm Rose Copper,71671888642397,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/723A0227-Edit_a079cf62-bdf7-4d19-bf65-102695471ad9.jpg?v=1733174776
9994002334045,Festive Joy Christmas Gift,festive-joy-1,,,54359710892381,20.99,6,2024-10-26T14:48:43Z,2024-10-26T14:46:29Z,"<p>This gift consists of :</p>
<ul>
<li>Dune shawl made from a blend of bamboo and cotton.Choose one from the four different colours in the dropdown menu. Size : 70cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Champagne,Color,Warm Rose Copper,71671888642397,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/723A0227-Edit_a079cf62-bdf7-4d19-bf65-102695471ad9.jpg?v=1733174776
9994002334045,Festive Joy Christmas Gift,festive-joy-1,,,54359710925149,20.99,23,2024-10-26T14:48:43Z,2024-10-26T14:46:29Z,"<p>This gift consists of :</p>
<ul>
<li>Dune shawl made from a blend of bamboo and cotton.Choose one from the four different colours in the dropdown menu. Size : 70cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Electric Blue,Color,Warm Rose Copper,71671888642397,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/723A0227-Edit_a079cf62-bdf7-4d19-bf65-102695471ad9.jpg?v=1733174776
9992542617949,Winter Wonderland,winter-wonderland-5,,,54352821354845,34.99,12,2024-10-26T05:44:00Z,2024-10-26T05:34:29Z,"<ul>
<li>A Merino Lambs Wool Scarf. Choose one from four different colours in the dropdown menu. Size : 70cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Boston,Style,Boston,71527554613597,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/Untitleddesign_12.png?v=1732305819
9992542617949,Winter Wonderland,winter-wonderland-5,,,54352821387613,34.99,10,2024-10-26T05:44:00Z,2024-10-26T05:34:29Z,"<ul>
<li>A Merino Lambs Wool Scarf. Choose one from four different colours in the dropdown menu. Size : 70cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Darwen,Style,Boston,71527554613597,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/Untitleddesign_12.png?v=1732305819
9992542617949,Winter Wonderland,winter-wonderland-5,,,54352821420381,34.99,25,2024-10-26T05:44:00Z,2024-10-26T05:34:29Z,"<ul>
<li>A Merino Lambs Wool Scarf. Choose one from four different colours in the dropdown menu. Size : 70cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Witney,Style,Boston,71527554613597,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/Untitleddesign_12.png?v=1732305819
9992542617949,Winter Wonderland,winter-wonderland-5,,,54352821453149,34.99,24,2024-10-26T05:44:00Z,2024-10-26T05:34:29Z,"<ul>
<li>A Merino Lambs Wool Scarf. Choose one from four different colours in the dropdown menu. Size : 70cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Newbury,Style,Boston,71527554613597,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/Untitleddesign_12.png?v=1732305819
9983014863197,The Essential Christmas Gift,the-essential-christmas-gift,,,54300745367901,20.99,0,2024-10-24T06:41:18Z,2024-10-24T06:41:15Z,"<ul>
<li>Negril scarf made from 100% Cotton. Choose from two different colours from the dropdown menu. Size : 50cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Navy Blue,Color,Navy Blue,59001351438685,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/723A0211-Edit.jpg?v=1729751902
9983014863197,The Essential Christmas Gift,the-essential-christmas-gift,,,54300745400669,20.99,0,2024-10-24T06:41:18Z,2024-10-24T06:41:15Z,"<ul>
<li>Negril scarf made from 100% Cotton. Choose from two different colours from the dropdown menu. Size : 50cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Black,Color,Navy Blue,59001351438685,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/723A0211-Edit.jpg?v=1729751902
9983014863197,The Essential Christmas Gift,the-essential-christmas-gift,,,54300745433437,20.99,0,2024-10-24T06:41:18Z,2024-10-24T06:41:15Z,"<ul>
<li>Negril scarf made from 100% Cotton. Choose from two different colours from the dropdown menu. Size : 50cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Sage Green,Color,Navy Blue,59001351438685,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/723A0211-Edit.jpg?v=1729751902
9982985044317,Nutcracker Christmas Gift,nutcracker-2,,,54300623503709,20.99,43,2024-10-24T06:35:23Z,2024-10-24T06:35:22Z,"<ul>
<li>Diani scarf <strong>made from 100% Cotton</strong>. Choose one from two different colours in the dropdown menu. Size : 50cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Mustard,Color,Mustard,71671471571293,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/723A0206-Edit_f2b50ba2-8188-436b-9748-5d2a08c44098.jpg?v=1733171824
9982985044317,Nutcracker Christmas Gift,nutcracker-2,,,54300623536477,20.99,0,2024-10-24T06:35:23Z,2024-10-24T06:35:22Z,"<ul>
<li>Diani scarf <strong>made from 100% Cotton</strong>. Choose one from two different colours in the dropdown menu. Size : 50cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Rust,Color,Mustard,71671471571293,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/723A0206-Edit_f2b50ba2-8188-436b-9748-5d2a08c44098.jpg?v=1733171824
9982934909277,Holiday Sparkle,holiday-sparkle-1,,,54300492759389,30.99,7,2024-10-24T06:19:37Z,2024-10-24T06:15:29Z,"<ul>
<li>Chester or Tallinn Merino Lambs Wool Shawl. Choose the colour from the dropdown menu. Size : 50cm x 190cm</li>
<li>Artisan made Christmas Log Truffles</li>
<li>Signature Dyori Gift Bag </li>
<li>Gift tag (blank, or filled out for you with personalised message)</li>
</ul>",Chester Burgundy,Color,Chester Burgundy,71342750597469,https://cdn.shopify.com/s/files/1/0419/2059/4086/files/Tallinnverticalmodel.jpg?v=1731247604
